id,domain,prompt,Gemma-2-27b-it,Llama-3.2-1B-Instruct
121,mmlu_human_sexuality,"""The state has no business in the bedrooms of the nation,"" is a famous quote by this former Canadian Prime Minister.",False,True
122,mmlu_human_sexuality,Keith is really anxious about a big presentation he has to give at work tomorrow. As a result tonight he is having trouble getting an erection. Which of the following BEST explains why Keith might be having this problem?,True,False
123,mmlu_human_sexuality,A person with a rating of 4 on the Kinsey scale would be classified as:,False,False
124,mmlu_human_sexuality,The refractory period occurs in males during the ______ stage.,True,False
125,mmlu_human_sexuality,The zona pellucida is...,True,True
126,mmlu_human_sexuality,In men gonorrhea and chlamydia most often infect the:,False,True
127,mmlu_human_sexuality,Which method of abortion is most costly and carries the greatest risk of complications?,True,True
128,mmlu_human_sexuality,Miss Jones has been concerned about her health lately. She has noticed some itching and skin irritation around her genitals. Given her promiscuous sexual history she suspects that she has contracted:,False,False
129,mmlu_human_sexuality,Which of the following is NOT part of the internal structure of a female's breast?,True,False
130,mmlu_human_sexuality,"Over the past several decades, attitudes toward premarital sex have __________; attitudes toward extramarital sex have __________.",False,False
