id,domain,prompt,Gemma-2-27b-it,Llama-3.2-1B-Instruct
41,mmlu_astronomy,The name of the black hole in the center of our Milky Way is ...,True,True
42,mmlu_astronomy,Why is Saturn almost as big as Jupiter despite its smaller mass?,True,True
43,mmlu_astronomy,Which of these has NOT been one of the main hypotheses considered for the origin of the Moon?,False,False
44,mmlu_astronomy,We were first able to accurately measure the diameter of Pluto from:,False,False
45,mmlu_astronomy,According to the Solar Nebular theory what are asteroids and comets?,True,False
46,mmlu_astronomy,How do we know how old the Earth is?,True,True
47,mmlu_astronomy,Life on Earth originated from,True,False
48,mmlu_astronomy,By locating the north celestial pole (NCP) in the sky how can you determine your latitude?,True,False
49,mmlu_astronomy,How does the greenhouse effect work?,True,True
50,mmlu_astronomy,Why is Saturn almost as big as Jupiter despite its smaller mass?,True,True
51,mmlu_astronomy,Calculate the ratio of the solar radiation flux on Mercury's surface for perihelion (0.304 AU) versus aphelion (0.456 AU).,False,False
52,mmlu_astronomy,The terrestrial planet cores contain mostly metal because,True,True
53,mmlu_astronomy,Which of the following countries has sent landers to Venus?,False,False
54,mmlu_astronomy,Which of the following is/are NOT caused by orbital resonance?,False,False
55,mmlu_astronomy,Why is it thought that the climate on Mars changed when the planet lost its strong magnetic field?,True,True
56,mmlu_astronomy,Which of the following moons is NOT one of the Galilean moons?,True,True
57,mmlu_astronomy,Planet X orbits its sun once every 100 Earth days and rotates in the prograde direction around its axis with a sidereal day of 100 Earth days. How long is a solar day on Planet X?,False,True
58,mmlu_astronomy,When traveling north from the United States into Canada you’ll see the North Star (Polaris) getting _________.,True,True
59,mmlu_astronomy,When will the next major impact occur on Earth?,False,False
60,mmlu_astronomy,What about asteroids makes them stand out in sky surveys searching for them?,False,False
61,mmlu_astronomy,Why did the solar nebula heat up as it collapsed?,True,True
62,mmlu_astronomy,You observe the visible spectrum of a star viewed through a cloud of cool hydrogen gas.,True,True
63,mmlu_astronomy,Which of the following most likely explains why Venus does not have a strong magnetic field?,True,False
64,mmlu_astronomy,Which of the following characteristics would not necessarily suggest that a rock we found is a meteorite.,True,True
65,mmlu_astronomy,Which is not a similarity between Saturn and Jupiter's atmospheres?,True,False
66,mmlu_astronomy,Jupiter's orbital distance is roughly 5 AU. How many times brighter would the Sun have to be for Europa to receive the same solar flux that we currently receive on Earth (1380W/m2)?,False,True
67,mmlu_astronomy,The Pleiades is an open star cluster that plays a role in many ancient stories and is well-known for containing ... bright stars.,True,True
68,mmlu_astronomy,The nebular theory of the formation of the solar system successfully predicts all but one of the following. Which one does the theory not predict?,True,True
69,mmlu_astronomy,A sand bag has a mass of 5kg and weight 50N on Earth. What is the mass and weight of this sand bag on a planet with half the gravity compared to Earth?,False,False
70,mmlu_astronomy,Where is the crater from the impact that is believed to be responsible for the mass extinction of dinosaurs 65 million years ago?,True,True
71,mmlu_astronomy,In addition to the conditions required for any solar eclipse what must also be true in order for you to observe a total solar eclipse?,True,False
72,mmlu_astronomy,What effect or effects would be most significant if the Moon's orbital plane were exactly the same as the ecliptic plane?,True,True
73,mmlu_astronomy,What type of radiation causes a black hole to evaporate over time?,True,True
74,mmlu_astronomy,Approximately how far away is the Andromeda Galaxy?,False,False
75,mmlu_astronomy,Which living organisms most resemble the common ancestor of all life according to genetic testing?,True,True
76,mmlu_astronomy,How did Eratosthenes estimate the size of the Earth in 240 B.C.?,True,True
77,mmlu_astronomy,Our current best observations show that Pluto has,False,False
78,mmlu_astronomy,Pluto's extremely cold (~40 K) surface is composed of:,True,False
79,mmlu_astronomy,A Mars year is approximately how many Earth years long?,True,False
80,mmlu_astronomy,What is the correct numerical value and unit of the Boltzmann constant?,False,False
81,mmlu_astronomy,Which statement about an atom is not true:,True,False
82,mmlu_astronomy,Earth has been gradually warming over the past few decades. Based on a great deal of evidence scientists conclude that this warming is caused by ________.,True,True
83,mmlu_astronomy,How do scientists know that the majority of meteorites come from the asteroid belt?,True,False
84,mmlu_astronomy,Which factor s most important in determining the history of volanism and tectonism on a planet?,True,False
85,mmlu_astronomy,The astronomical unit parsec (pc) plays a crucial role in astronomy. One parsec is equal to about 3.26 light-years. How is one parsec defined in astronomy?,True,True
86,mmlu_astronomy,The term Schwarzschild radius usually describes properties of ...,True,True
87,mmlu_astronomy,As the life of a star progresses heavy elements are produced. The elements form layers around the star in this order (starting from the outer layer):,False,False
88,mmlu_astronomy,If you lived on Venus what phases of the Earth would you see? (Assume your telescope can see through Venus’s thick clouds…),False,True
89,mmlu_astronomy,Moons cause/contribute to which of the following?,True,True
90,mmlu_astronomy,Mars has an atmospheric pressure of 600 pascals. If the acceleration due to gravity on Mars is (roughly) 4 m/s2 and the surface area of Mars is about 145000000 square km what is the approximate mass of the martian atmosphere?,False,False
91,mmlu_astronomy,Why is the Mars Exploration Rover Spirit currently tilted towards the north?,False,True
92,mmlu_astronomy,Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?,False,False
93,mmlu_astronomy,Which of the following was not cited as evidence for life in the martian meteorite ALH84001?,True,False
94,mmlu_astronomy,Kirkwood gaps are observed in the main asteroid belt including at the position(s) where:,False,False
95,mmlu_astronomy,The belts and zones of Jupiter are,False,True
96,mmlu_astronomy,The two moons of Mars are called ...,True,True
97,mmlu_astronomy,The visible part of the electromagnetic spectrum is between ...,True,False
98,mmlu_astronomy,What is true about the rotation of a solid disk?,False,False
99,mmlu_astronomy,The constellation ... is a bright W-shaped constellation in the northern sky.,False,True
100,mmlu_astronomy,The so-called “bigfoot” on Mars was actually a rock that was about 5 cm tall. It had an angular size of about 0.5 degrees (~30 pixels). How far away was this rock from the rover?,True,True
101,mmlu_astronomy,Which is not an essential requirement for life as we know it?,True,True
102,mmlu_astronomy,Suppose you live on the Moon. How long is a day (i.e. from sunrise to sunrise)?,False,True
103,mmlu_astronomy,The famous Drake equation attempts to answer the following question:,True,False
104,mmlu_astronomy,20000 years from now ...,False,False
105,mmlu_astronomy,What element is most common among the Jovian Planets?,True,False
106,mmlu_astronomy,Imagine that the Earth was instantly moved to an orbit three times further away from the Sun. How much longer would a year be?,True,True
107,mmlu_astronomy,What would weigh the most on the moon?,False,True
108,mmlu_astronomy,Why can't we see the Sun's corona except during total solar eclipses?,False,False
109,mmlu_astronomy,"How do we think the ""hot Jupiters"" around other stars were formed?",True,False
110,mmlu_astronomy,The resolution of a telescope is a measure of its:,True,True
111,mmlu_astronomy,The axis of the Earth is tilted at an angle of approximately ... relative to the orbital plane around the Sun.,True,False
112,mmlu_astronomy,Why do we see essentially the same face of the Moon at all times?,True,False
113,mmlu_astronomy,The second cosmic velocity (or escape velocity) is the speed required by an object to escape the gravitational field of a celestial body with mass M and radius R. Which formula correctly calculates this velocity? (G: gravitational constant),False,True
114,mmlu_astronomy,Why are there no impact craters on the surface of Io?,True,False
115,mmlu_astronomy,The star Betelgeuse is one of the brightest stars in the night sky with remarkable red color. In which constellation is Betelgeuse located?,False,False
116,mmlu_astronomy,What is the source of the material that causes meteor showers?,False,False
117,mmlu_astronomy,How does the greenhouse effect work?,True,True
118,mmlu_astronomy,Which of the following methods has led to the most discoveries of massive planets orbiting near their parent stars?,True,False
119,mmlu_astronomy,The distance between the Earth and the star Altair is one million times greater than the distance between the Earth and the Sun. How far is Altair from the Earth?,False,False
120,mmlu_astronomy,Why did Ptolemy have the planets orbiting Earth on ‘circles upon circles’ in his model of the universe?,True,False
121,mmlu_astronomy,Sunspots are black regions that temporarily appear on the Sun. Their number highly increases every ... years. This period is also called the solar cycle.,True,True
122,mmlu_astronomy,Which planet(s) in the solar system has/have active plate tectonics?,False,False
123,mmlu_astronomy,The sky is blue because,True,True
124,mmlu_astronomy,What are the conditions necessary for a terrestrial planet to have a strong magnetic field?,True,True
125,mmlu_astronomy,Where are the Trojan asteroids located?,True,False
126,mmlu_astronomy,Which of the following lists the ingredients of the solar nebula from highest to lowest percentage of mass in the nebula?,True,False
127,mmlu_astronomy,When was the telescope invented by Galileo?,True,True
128,mmlu_astronomy,Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?,False,True
129,mmlu_astronomy,You've made a scientific theory that there is a force between all objects. This forcce has both a dark and light side. When will your theory be proven correct?,False,True
130,mmlu_astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,True,False
131,mmlu_astronomy,All of the following have been cited as evidence for the Giant Impact Hypothesis except:,False,False
132,mmlu_astronomy,Why do scientists think Mars was once warmer and wetter?,False,True
133,mmlu_astronomy,How do astronomers think Jupiter generates its internal heat?,False,True
134,mmlu_astronomy,Which one of these constellations is not located along the Milky Way in the sky?,False,False
135,mmlu_astronomy,From shortest to longest wavelength which of the following correctly orders the different categories of electromagnetic radiation?,False,True
136,mmlu_astronomy,Approximately how long does it take Pluto to orbit the Sun once?,False,False
137,mmlu_astronomy,Mars might be a place for future human explorations. However humans can not breathe on the surface of Mars because the atmosphere consists mostly of ...,False,True
138,mmlu_astronomy,Which of the jovian planets have rings?,True,True
139,mmlu_astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,True,True
140,mmlu_astronomy,Approximately how old is the surface of Venus?,True,False
141,mmlu_astronomy,"Why do jovian planets bulge around the equator that is have a ""squashed"" appearance?",True,False
142,mmlu_astronomy,How do astronomers think Jupiter generates its internal heat?,False,True
143,mmlu_astronomy,What defines the habitable zone around a star?,True,True
144,mmlu_astronomy,Why are Cepheid stars relevant for astronomers?,True,True
145,mmlu_astronomy,What is the so-called bolometric luminosity in astronomy?,True,False
146,mmlu_astronomy,Radio telescopes are crucial for astronomical observations. Which one of these well-known radio telescopes has the largest parabolic antenna?,True,False
147,mmlu_astronomy,Find the best approximation for the surface temperature of the Sun:,True,False
148,mmlu_astronomy,Previous IAAC rounds featured Proxima/Alpha Centauri as closes star(system) to the Earth. Which one is the second closest star(system)?,False,False
149,mmlu_astronomy,How are planetary rings made?,True,False
150,mmlu_astronomy,The lunar maria are:,True,True
151,mmlu_astronomy,One astronomical unit (AU) is equal to approximately ...,True,True
